first_to_last_event_hours,event_Account History Transaction Details,event_Account Setup Profile Skip,event_Account Setup Skip,event_Add Payment Method Failed,event_Calculator Used,event_Calculator View,event_Chat Conversation Started,event_Email Confirmation Success,event_NonPremium_order,event_Premium_order,event_Subscription Premium,event_Subscription Premium Cancel,event_Subscription Premium Renew,event_Transaction Refund,event_Wallet Opened,event_add_vehicle_permanently,event_add_vehicle_temporary,event_chat_opened_from_,event_chat_opened_from_Dashboard,event_chat_opened_from_Deeplink,event_chat_opened_from_Menu,event_chat_opened_from_Transaction Details,event_payment_method_added_Credit,event_payment_method_added_Debit,event_payment_method_added_PayPal,event_payment_method_added_Venmo,event_sign_out_Auto,event_sign_out_Manual,Apple,Google,Other,samsung,signed_up_before2022,sign_up_Apple,sign_up_Email,sign_up_Facebook,sign_up_Google,no_card_added,didnt_try_adding_vehicle,gave_up_adding_vehicle,subscribed_for_1_month_only
721,1,0,0,0,0,1,0,0,0,23,1,0,0,0.0,2,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
318,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
74,6,0,0,0,0,4,4,0,0,0,1,0,0,0.0,2,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
634,3,1,0,0,0,0,0,0,0,4,1,1,0,0.0,1,1,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
627,4,0,0,0,0,0,1,0,0,1,1,1,0,0.0,4,2,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1296,1,0,0,0,1,2,0,0,0,12,1,0,0,0.0,8,1,3,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
4,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
653,0,0,0,0,2,1,0,1,0,0,1,0,1,0.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
722,1,0,0,1,0,1,0,1,0,0,1,0,1,0.0,4,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
900,0,1,0,0,0,0,0,0,0,12,1,0,1,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
823,0,0,0,0,0,0,7,0,0,0,1,1,0,0.0,0,1,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1407,0,0,0,0,0,0,0,0,0,0,1,0,2,0.0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
342,1,0,0,0,0,0,0,0,0,2,1,0,0,0.0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
750,3,0,0,1,0,1,1,0,0,4,1,0,1,0.0,4,1,0,0,0,0,5,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1171,1,0,0,0,0,0,0,1,0,10,1,0,1,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1071,6,0,0,0,0,0,4,0,1,4,1,1,0,0.0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
730,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1277,0,0,0,0,0,1,0,0,0,0,1,0,1,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1073,11,0,0,0,0,3,4,0,0,10,1,0,0,0.0,3,1,0,0,0,0,1,2,0,2,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,1
1501,1,0,0,0,0,0,2,1,0,0,1,1,1,0.0,8,1,0,0,0,0,6,0,0,1,0,0,14,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1416,1,0,0,0,0,0,10,0,0,6,1,1,1,26.17,2,0,0,0,0,0,5,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
1325,0,0,0,0,0,0,0,0,0,3,1,0,1,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
508,2,0,0,0,0,2,0,1,1,1,1,0,0,0.0,1,2,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,1
429,3,0,0,0,0,1,2,0,0,0,1,1,0,0.0,2,0,1,0,0,0,12,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1098,1,0,0,0,0,0,0,0,0,12,1,0,1,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
28,0,0,0,0,0,1,1,0,0,0,1,1,0,10.0,1,1,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
566,2,0,0,2,0,1,0,0,0,18,1,0,0,0.0,5,0,1,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
445,0,0,0,0,0,0,4,0,0,2,1,1,0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
730,1,0,0,0,0,0,0,1,0,0,1,0,1,0.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
722,1,0,0,2,0,0,0,0,0,5,1,0,1,0.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1729,6,0,0,0,0,1,0,1,0,3,1,0,2,0.0,4,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1498,9,0,0,0,0,1,1,0,0,73,1,0,1,0.0,3,1,0,0,0,0,4,0,0,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
126,0,0,0,0,1,1,0,0,0,0,1,0,0,0.0,1,1,0,0,2,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,1
1203,8,0,0,0,7,8,5,1,0,7,1,0,0,0.0,6,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
240,0,0,0,0,0,0,1,1,0,1,1,1,0,0.0,1,1,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
798,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
114,0,0,0,0,1,1,0,1,0,0,1,0,0,0.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
949,0,0,0,0,1,2,0,0,0,3,1,0,0,0.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
895,1,0,0,0,0,1,2,0,0,2,1,1,0,0.0,1,1,0,0,0,0,5,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
340,0,0,0,0,0,0,0,0,0,3,1,0,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
84,0,0,0,0,0,0,0,0,0,3,1,0,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
717,0,0,0,0,0,0,0,1,0,0,1,0,1,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
560,1,0,0,0,0,0,0,0,0,106,1,0,0,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1389,2,0,0,0,0,0,0,0,0,2,1,0,2,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
305,0,0,0,0,0,1,0,1,0,1,1,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1013,1,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
373,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
650,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1363,5,0,0,1,0,1,0,0,0,22,1,0,1,0.0,5,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,0,0,0,2,0,0,0,0,0,0,1,0,0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
624,5,0,0,0,0,1,0,0,0,1,1,0,0,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
0,4,0,0,0,0,0,0,0,0,0,1,0,0,0.0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
227,2,0,0,0,0,1,0,1,0,0,1,0,0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
826,3,0,0,0,0,0,1,0,0,2,1,1,0,0.0,0,1,0,0,1,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
146,0,0,0,0,0,0,0,1,0,5,1,0,0,0.0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1400,0,0,0,1,2,2,0,0,0,0,1,0,2,0.0,6,1,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
857,7,0,0,0,0,0,21,0,0,2,1,1,1,0.0,0,1,0,0,0,0,6,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
817,9,0,0,0,0,0,1,0,1,0,1,0,0,0.0,2,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
365,0,1,0,2,0,7,0,0,0,3,1,0,0,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1214,4,0,0,0,0,8,0,1,0,16,1,0,0,0.0,8,2,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
307,0,0,0,0,0,1,1,0,0,0,1,1,0,0.0,2,0,0,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1
1264,0,0,0,1,0,0,1,0,0,0,1,1,1,0.0,0,1,0,0,0,0,2,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
1786,2,0,0,0,0,1,6,0,0,1,1,0,1,0.0,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
163,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
759,0,0,0,0,0,0,1,0,0,2,1,1,0,67.99,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
48,1,0,0,0,0,0,1,0,0,0,1,0,0,0.0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
34,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1167,5,0,0,0,0,0,0,0,0,33,1,0,1,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
949,0,0,0,0,0,0,0,1,0,22,1,0,1,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
375,0,0,0,0,0,0,0,1,0,1,1,0,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
88,0,0,0,0,0,0,7,0,0,2,1,0,0,0.0,1,1,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1048,2,0,0,0,0,0,2,0,0,4,1,1,0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,1,0,0,0,0,1,0,0,0,1
749,0,0,0,0,0,0,0,0,0,1,1,0,1,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1191,5,0,0,0,0,2,10,1,0,7,1,1,0,0.0,3,1,0,0,0,0,5,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1498,4,0,0,0,0,4,0,1,0,1,1,0,0,0.0,7,2,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1537,2,0,0,0,1,4,1,0,0,3,1,0,0,0.0,15,1,0,0,0,0,2,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
64,0,0,0,0,0,0,1,1,0,1,1,0,0,0.0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
220,0,0,0,0,0,0,0,1,0,5,1,0,0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
20,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
146,0,0,0,0,0,2,0,0,0,0,1,0,0,0.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
949,1,1,0,0,3,3,1,0,0,2,1,1,1,0.0,7,1,0,0,0,0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
819,4,0,0,3,0,2,1,0,0,0,1,0,1,0.0,0,3,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
33,0,0,0,0,0,0,1,1,0,0,1,1,0,20.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
762,9,0,0,0,0,1,0,0,0,3,1,0,0,0.0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
655,0,0,0,0,0,1,0,0,0,0,1,0,1,0.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1823,1,0,0,0,0,0,1,1,1,0,1,0,1,0.0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,1,0,0,0,0,0,1,0,0,1,0,0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
511,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
791,3,0,0,0,0,0,1,1,0,0,1,1,0,0.0,1,0,2,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1269,5,0,0,0,0,0,1,0,1,5,1,1,1,0.0,2,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1432,2,0,0,0,0,0,0,1,0,0,1,0,2,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
725,2,0,0,0,0,1,0,0,0,0,1,0,1,0.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
986,7,0,0,0,0,0,3,0,0,0,1,0,1,0.0,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
1873,9,0,0,0,0,0,0,1,0,467,1,0,0,0.0,15,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
651,0,0,1,0,0,0,0,1,0,0,1,0,0,0.0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
4,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,1,1
3,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
567,2,0,0,0,0,2,17,1,0,1,1,1,0,0.0,3,1,0,0,0,0,4,0,0,1,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1
739,0,0,0,0,0,0,0,0,0,0,1,1,1,67.99,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
138,1,0,0,0,0,1,1,0,0,0,1,0,0,80.0,1,1,0,0,0,0,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
739,3,0,1,0,1,2,21,1,0,0,1,1,1,0.0,0,2,0,0,2,0,9,0,0,1,0,0,0,7,0,0,0,1,0,0,1,0,0,0,0,0,0
659,0,0,0,0,0,0,1,0,0,0,1,1,0,0.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
2024,0,0,0,0,0,0,0,0,0,104,1,0,2,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
667,1,0,0,0,1,1,2,0,0,0,1,1,0,34.29,3,0,1,0,0,0,10,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
762,0,0,0,0,0,0,2,1,0,1,1,1,0,54.29,0,1,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
229,1,0,0,0,0,1,0,0,0,10,1,0,0,0.0,5,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
730,0,0,0,0,0,0,0,0,0,2,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0
724,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2031,5,0,0,0,0,1,2,0,0,166,1,0,1,0.0,1,1,0,0,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
286,0,1,0,0,0,0,2,0,0,1,1,1,0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
216,0,0,0,0,0,0,1,0,0,14,1,1,0,0.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
73,0,0,0,0,0,0,6,0,0,0,1,1,0,50.0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
206,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
751,6,0,0,0,0,3,1,0,0,0,1,0,1,0.0,1,1,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
648,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
663,1,0,0,0,0,0,0,0,0,0,1,1,1,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2102,6,1,0,2,0,4,1,0,1,28,1,0,0,0.0,12,4,1,0,1,0,2,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
105,0,0,0,0,0,0,0,1,0,1,1,0,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
620,1,0,0,0,0,0,0,1,0,8,1,0,0,0.0,5,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
826,1,0,0,0,1,1,0,0,0,0,1,0,0,0.0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
655,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
51,0,0,0,0,0,1,1,0,0,0,1,0,0,0.0,0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
175,1,1,0,0,0,0,0,0,0,1,1,0,0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
466,0,1,0,0,0,0,0,0,0,0,1,1,0,0.0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1399,0,0,0,0,0,0,0,1,0,0,1,0,2,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
739,8,0,0,0,0,1,0,1,0,1,1,0,0,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1516,1,0,0,0,0,0,0,0,0,12,1,0,1,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
772,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,1,2,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
724,3,0,0,0,0,0,1,0,0,3,1,1,0,0.0,3,1,0,0,0,0,5,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1046,4,0,0,0,1,3,1,1,0,0,1,1,0,10.0,5,1,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
395,0,1,0,0,0,0,2,0,0,8,1,1,0,0.0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
729,0,0,0,0,0,0,0,1,0,0,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0
90,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
26,3,0,0,0,0,3,8,0,0,0,1,0,0,0.0,1,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
337,2,0,0,0,0,0,12,0,0,3,1,1,0,0.0,1,1,0,0,0,0,2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
1394,0,0,0,0,0,0,0,0,0,0,1,0,2,0.0,0,1,0,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0
763,0,0,0,0,0,0,0,0,0,9,1,0,1,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
802,1,0,0,0,0,0,1,0,0,0,1,0,1,0.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
722,1,0,0,0,0,0,0,0,2,0,1,0,1,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
